Operator,Indoor_Outdoor_Travelling,Network Type,Rating,Call Drop Category,Latitude,Longitude,State Name
RJio,Indoor,4G,4,Satisfactory,19.8419317,75.228697,Maharashtra
RJio,Indoor,4G,4,Satisfactory,19.8419317,75.228697,Maharashtra
RJio,Indoor,4G,4,Satisfactory,19.7365757,75.1449091,Maharashtra
RJio,Indoor,4G,4,Satisfactory,19.8419132,75.2286037,Maharashtra
RJio,Outdoor,4G,4,Satisfactory,19.7365757,75.1449091,Maharashtra
RJio,Travelling,4G,5,Satisfactory,19.7365757,75.1449091,Maharashtra
RJio,Outdoor,4G,4,Satisfactory,19.7365757,75.1449091,Maharashtra
RJio,Indoor,4G,4,Satisfactory,19.7364721,75.145056,Maharashtra
RJio,Indoor,4G,5,Satisfactory,19.7364721,75.145056,Maharashtra
RJio,Indoor,4G,5,Satisfactory,19.7364721,75.145056,Maharashtra
RJio,Indoor,4G,4,Satisfactory,19.8419309,75.2286988,Maharashtra
RJio,Indoor,4G,4,Satisfactory,19.8419132,75.2286037,Maharashtra
RJio,Indoor,4G,4,Satisfactory,19.8418155,75.2287247,Maharashtra
RJio,Indoor,4G,4,Satisfactory,19.8419132,75.2286037,Maharashtra
RJio,Indoor,4G,4,Satisfactory,19.8419317,75.228697,Maharashtra
RJio,Indoor,4G,4,Satisfactory,19.8419132,75.2286037,Maharashtra
RJio,Indoor,4G,4,Satisfactory,19.8419317,75.228697,Maharashtra
RJio,Travelling,4G,4,Satisfactory,19.7364721,75.145056,Maharashtra
Vodafone,Outdoor,3G,5,Satisfactory,18.52492837,73.84148444,Maharashtra
RJio,Indoor,4G,5,Satisfactory,19.23775269,73.03809541,Maharashtra
Vodafone,Outdoor,3G,5,Satisfactory,18.5222063,73.85893265,Maharashtra
RJio,Travelling,4G,5,Satisfactory,13.02465167,80.207075,Tamil Nadu
BSNL,Indoor,Unknown,3,Satisfactory,-1,-1,
BSNL,Indoor,Unknown,3,Satisfactory,-1,-1,
Vodafone,Indoor,3G,5,Satisfactory,19.20761473,72.95052545,Maharashtra
BSNL,Indoor,Unknown,3,Satisfactory,-1,-1,
BSNL,Indoor,2G,1,Poor Network,26.9184565,75.7322077,Rajasthan
BSNL,Indoor,Unknown,3,Satisfactory,-1,-1,
BSNL,Indoor,Unknown,3,Satisfactory,-1,-1,
BSNL,Indoor,Unknown,3,Satisfactory,-1,-1,
BSNL,Indoor,Unknown,3,Satisfactory,-1,-1,
RJio,Indoor,4G,1,Call Dropped,28.6431344,77.3134647,Uttar Pradesh
RJio,Indoor,4G,4,Satisfactory,-1,-1,
RJio,Indoor,4G,5,Satisfactory,19.23775269,73.03809541,Maharashtra
Idea,Travelling,Unknown,1,Poor Network,19.0841943,72.918335,Maharashtra
Airtel,Indoor,4G,4,Satisfactory,13.01573339,80.25956145,Tamil Nadu
RJio,Indoor,4G,5,Satisfactory,11.36551801,77.74846255,Tamil Nadu
BSNL,Indoor,4G,5,Satisfactory,11.3501626,77.73197879,Tamil Nadu
Airtel,Indoor,3G,3,Poor Network,18.92689506,72.82098711,Maharashtra
Vodafone,Indoor,Unknown,3,Poor Network,19.2050531,72.8337109,Maharashtra
Airtel,Indoor,4G,5,Satisfactory,12.88595069,74.85137385,Karnataka
RJio,Indoor,4G,1,Call Dropped,17.4406803,78.4536921,Telangana
RJio,Travelling,4G,4,Satisfactory,25.15132343,73.12508912,Rajasthan
RJio,Indoor,4G,1,Call Dropped,17.43820176,78.44536339,Telangana
RJio,Indoor,Unknown,2,Poor Network,19.2050909,72.8336934,Maharashtra
RJio,Indoor,4G,4,Satisfactory,18.12214667,83.41576833,Andhra Pradesh
Vodafone,Indoor,3G,4,Satisfactory,24.14899065,88.26746821,West Bengal
BSNL,Indoor,2G,1,Poor Network,26.9184565,75.7322077,Rajasthan
Airtel,Indoor,Unknown,1,Poor Network,-1,-1,
Idea,Outdoor,3G,1,Poor Network,21.14909568,72.77307712,Gujarat
Airtel,Indoor,Unknown,5,Satisfactory,11.15149995,77.30947415,Tamil Nadu
Vodafone,Outdoor,3G,1,Call Dropped,23.72049979,86.88102901,West Bengal
RJio,Indoor,4G,5,Satisfactory,-1,-1,
Airtel,Indoor,4G,4,Satisfactory,28.50865519,77.08347205,Haryana
Airtel,Indoor,3G,4,Satisfactory,28.50865519,77.08347205,Haryana
Airtel,Indoor,4G,4,Satisfactory,28.50865519,77.08347205,Haryana
Airtel,Indoor,4G,4,Satisfactory,28.50865519,77.08347205,Haryana
Airtel,Indoor,3G,4,Satisfactory,28.50865519,77.08347205,Haryana
Idea,Outdoor,Unknown,3,Satisfactory,18.51924333,73.87681,Maharashtra
RJio,Outdoor,4G,5,Satisfactory,12.94281991,77.57285407,Karnataka
Airtel,Indoor,4G,4,Satisfactory,28.5083865,77.0832502,Haryana
Airtel,Indoor,3G,2,Satisfactory,-1,-1,
Airtel,Indoor,4G,2,Satisfactory,-1,-1,
Airtel,Outdoor,3G,2,Satisfactory,-1,-1,
Airtel,Outdoor,4G,2,Satisfactory,-1,-1,
Airtel,Indoor,3G,2,Satisfactory,-1,-1,
RJio,Indoor,4G,4,Satisfactory,22.6893565,75.8255688,Madhya Pradesh
Idea,Outdoor,Unknown,4,Satisfactory,28.6059634,76.9810684,Haryana
Tata,Indoor,3G,4,Satisfactory,-1,-1,
Vodafone,Indoor,4G,3,Satisfactory,23.80745,87.80595167,West Bengal
Vodafone,Indoor,3G,3,Satisfactory,23.80745,87.80595167,West Bengal
Vodafone,Outdoor,4G,4,Satisfactory,22.82078629,70.86208195,Gujarat
Vodafone,Indoor,3G,4,Satisfactory,22.82078629,70.86208195,Gujarat
Airtel,Indoor,3G,4,Satisfactory,28.5083573,77.0832492,Haryana
RJio,Outdoor,4G,2,Call Dropped,22.35717819,82.61971763,Chhattisgarh
RJio,Travelling,4G,5,Satisfactory,23.0857905,72.6279972,Gujarat
RJio,Outdoor,4G,5,Satisfactory,23.83757472,72.13371456,Gujarat
Vodafone,Indoor,4G,1,Poor Network,22.6959027,88.395826,West Bengal
RJio,Travelling,4G,5,Satisfactory,23.44074237,87.45730239,West Bengal
RJio,Indoor,4G,5,Satisfactory,23.44089383,87.45710113,West Bengal
Vodafone,Indoor,3G,3,Poor Network,22.6959027,88.395826,West Bengal
RJio,Outdoor,4G,4,Satisfactory,23.00176492,72.58830692,Gujarat
Airtel,Indoor,Unknown,5,Satisfactory,11.15149995,77.30947415,Tamil Nadu
BSNL,Travelling,4G,5,Satisfactory,22.59409118,88.42719051,West Bengal
RJio,Indoor,4G,4,Satisfactory,-1,-1,
RJio,Travelling,4G,5,Satisfactory,23.44074237,87.45730239,West Bengal
RJio,Indoor,4G,5,Satisfactory,23.44089383,87.45710113,West Bengal
BSNL,Indoor,4G,5,Satisfactory,22.6017857,88.4291876,West Bengal
Vodafone,Outdoor,3G,4,Satisfactory,22.8207235,70.8621258,Gujarat
Idea,Indoor,3G,2,Satisfactory,18.66074687,73.7937297,Maharashtra
Airtel,Indoor,Unknown,1,Call Dropped,30.91357089,75.92219735,Punjab
Vodafone,Outdoor,3G,3,Poor Network,22.8207932,70.8618995,Gujarat
Airtel,Outdoor,3G,1,Call Dropped,-1,-1,
Airtel,Outdoor,3G,1,Call Dropped,-1,-1,
Airtel,Outdoor,3G,1,Call Dropped,-1,-1,
Airtel,Outdoor,3G,1,Poor Network,-1,-1,
Airtel,Outdoor,3G,1,Call Dropped,-1,-1,
Vodafone,Indoor,4G,3,Satisfactory,28.6802956,77.49411564,Uttar Pradesh
Vodafone,Outdoor,3G,4,Satisfactory,28.6802956,77.49411564,Uttar Pradesh
Vodafone,Outdoor,3G,4,Satisfactory,22.8207932,70.8618995,Gujarat
Airtel,Indoor,4G,3,Poor Network,18.92689506,72.82098711,Maharashtra
Vodafone,Outdoor,3G,4,Satisfactory,22.8207932,70.8618995,Gujarat
RJio,Outdoor,4G,5,Satisfactory,26.80666928,79.02990854,Uttar Pradesh
BSNL,Indoor,Unknown,4,Satisfactory,29.61525646,78.34111359,Uttar Pradesh
BSNL,Indoor,Unknown,4,Satisfactory,29.61516915,78.3412748,Uttar Pradesh
Vodafone,Outdoor,4G,5,Satisfactory,19.2083486,72.95025086,Maharashtra
Airtel,Indoor,3G,3,Satisfactory,18.9550422,72.8249035,Maharashtra
RJio,Travelling,4G,4,Satisfactory,25.1515388,73.12489163,Rajasthan
Vodafone,Outdoor,3G,4,Satisfactory,22.8207932,70.8618995,Gujarat
Airtel,Outdoor,Unknown,4,Satisfactory,21.87289362,70.59438559,Gujarat
Airtel,Outdoor,Unknown,4,Satisfactory,21.87289362,70.59438559,Gujarat
RJio,Indoor,4G,5,Satisfactory,22.4744809,88.39322854,West Bengal
RJio,Indoor,4G,5,Satisfactory,11.94214817,79.49553093,Tamil Nadu
Vodafone,Outdoor,4G,5,Satisfactory,19.2083486,72.95025086,Maharashtra
RJio,Outdoor,4G,4,Satisfactory,20.98673937,75.5815955,Maharashtra
Vodafone,Indoor,3G,4,Satisfactory,-1,-1,
RJio,Indoor,4G,2,Call Dropped,18.4989911,73.9612762,Maharashtra
RJio,Travelling,4G,1,Poor Network,17.33258079,78.52815029,Telangana
Idea,Outdoor,3G,2,Call Dropped,28.4979073,77.3024758,Uttar Pradesh
Idea,Outdoor,2G,2,Call Dropped,28.4979073,77.3024758,Uttar Pradesh
RJio,Indoor,4G,4,Satisfactory,18.64904167,73.78681,Maharashtra
RJio,Outdoor,4G,2,Poor Network,28.5904287,76.9974762,NCT
RJio,Outdoor,4G,2,Poor Network,28.5904287,76.9974762,NCT
RJio,Outdoor,4G,2,Poor Network,28.5904287,76.9974762,NCT
RJio,Indoor,4G,2,Poor Network,28.5904287,76.9974762,NCT
RJio,Indoor,4G,2,Poor Network,28.5904287,76.9974762,NCT
RJio,Indoor,4G,2,Poor Network,28.5904287,76.9974762,NCT
RJio,Outdoor,4G,4,Satisfactory,19.4209578,72.8026485,Maharashtra
RJio,Outdoor,4G,4,Satisfactory,19.4209578,72.8026485,Maharashtra
Vodafone,Outdoor,4G,3,Poor Network,22.8207268,70.8620883,Gujarat
Airtel,Travelling,Unknown,5,Satisfactory,28.56685558,77.27270326,Uttar Pradesh
RJio,Indoor,4G,4,Satisfactory,28.9554798,77.73455752,Uttar Pradesh
RJio,Indoor,4G,4,Satisfactory,12.9863857,77.547101,Karnataka
RJio,Outdoor,4G,4,Satisfactory,18.97419234,72.82005605,Maharashtra
Airtel,Indoor,3G,4,Satisfactory,28.6382971,77.0264135,NCT
BSNL,Indoor,Unknown,4,Satisfactory,16.5412219,80.6548161,Andhra Pradesh
Vodafone,Indoor,3G,2,Satisfactory,15.58985141,73.80967925,Goa
RJio,Indoor,4G,5,Satisfactory,30.83187167,76.93569667,Himachal Pradesh
Vodafone,Indoor,3G,5,Satisfactory,22.6959027,88.395826,West Bengal
Vodafone,Indoor,3G,4,Satisfactory,-1,-1,
Airtel,Indoor,3G,3,Poor Network,28.6382971,77.0264135,NCT
BSNL,Indoor,Unknown,5,Satisfactory,12.9176962,77.605695,Karnataka
RJio,Indoor,4G,3,Satisfactory,12.92875304,77.59126396,Karnataka
RJio,Indoor,4G,5,Satisfactory,28.9554798,77.73455752,Uttar Pradesh
Airtel,Outdoor,3G,5,Satisfactory,17.4411324,78.4438071,Telangana
Airtel,Indoor,3G,5,Satisfactory,17.4437918,78.4422049,Telangana
Airtel,Indoor,3G,5,Satisfactory,17.44375547,78.44215214,Telangana
Idea,Outdoor,Unknown,5,Satisfactory,17.4436829,78.4420484,Telangana
Airtel,Outdoor,3G,5,Satisfactory,17.443815,78.4420463,Telangana
Airtel,Outdoor,Unknown,5,Satisfactory,17.443226,78.4426577,Telangana
Airtel,Outdoor,4G,5,Satisfactory,17.4426599,78.4425605,Telangana
Airtel,Outdoor,2G,5,Satisfactory,17.4437945,78.4422163,Telangana
Airtel,Indoor,2G,5,Satisfactory,17.443806,78.4422442,Telangana
Airtel,Travelling,2G,5,Satisfactory,16.9798442,78.257991,Telangana
RJio,Indoor,4G,4,Satisfactory,15.505287,80.0313457,Andhra Pradesh
RJio,Indoor,4G,4,Satisfactory,15.5113795,80.0339726,Andhra Pradesh
Vodafone,Outdoor,3G,4,Satisfactory,22.8207343,70.8621077,Gujarat
RJio,Indoor,4G,5,Satisfactory,-1,-1,
RJio,Indoor,4G,5,Satisfactory,-1,-1,
RJio,Outdoor,4G,1,Call Dropped,12.935225,80.12647333,Tamil Nadu
Airtel,Indoor,4G,1,Call Dropped,-1,-1,
Idea,Indoor,2G,4,Satisfactory,-1,-1,
RJio,Outdoor,4G,5,Satisfactory,12.93011667,80.12133833,Tamil Nadu
Airtel,Indoor,Unknown,4,Satisfactory,10.74755262,79.09161549,Tamil Nadu
RJio,Indoor,4G,1,Call Dropped,20.3620458,85.8203045,Odisha
RJio,Outdoor,4G,4,Satisfactory,12.96016784,77.5368918,Karnataka
Airtel,Indoor,3G,2,Satisfactory,28.62779458,77.37280696,Uttar Pradesh
Airtel,Travelling,4G,5,Satisfactory,23.2429151,77.49280353,Madhya Pradesh
BSNL,Indoor,2G,2,Poor Network,-1,-1,
RJio,Indoor,4G,4,Satisfactory,15.5113795,80.0339726,Andhra Pradesh
Airtel,Indoor,Unknown,4,Satisfactory,-1,-1,
RJio,Indoor,4G,3,Poor Network,26.83969448,75.77205908,Rajasthan
RJio,Travelling,4G,4,Satisfactory,19.16179866,73.00006791,Maharashtra
Vodafone,Indoor,4G,5,Satisfactory,-1,-1,
Idea,Indoor,3G,4,Satisfactory,28.69024964,77.35000882,Uttar Pradesh
Airtel,Indoor,3G,1,Satisfactory,17.5232733,78.509881,Telangana
Vodafone,Indoor,3G,5,Satisfactory,-1,-1,
RJio,Indoor,4G,4,Satisfactory,18.5009126,73.8735941,Maharashtra
BSNL,Outdoor,3G,5,Satisfactory,-1,-1,
Vodafone,Indoor,3G,5,Satisfactory,-1,-1,
RJio,Indoor,4G,4,Satisfactory,-1,-1,
RJio,Indoor,4G,4,Satisfactory,18.5009126,73.8735941,Maharashtra
Idea,Indoor,4G,4,Satisfactory,19.17673673,72.85868039,Maharashtra
RJio,Indoor,4G,1,Call Dropped,18.9417133,72.8341659,Maharashtra
RJio,Outdoor,4G,4,Satisfactory,22.50738167,88.132665,West Bengal
Airtel,Indoor,3G,3,Poor Network,13.01573339,80.25956145,Tamil Nadu
Airtel,Travelling,3G,3,Satisfactory,12.871035,79.70833667,Tamil Nadu
BSNL,Indoor,4G,5,Satisfactory,32.11145071,76.50133241,Himachal Pradesh
BSNL,Outdoor,3G,5,Satisfactory,16.7476643,77.4972623,Telangana
Airtel,Outdoor,Unknown,4,Satisfactory,23.033939,72.5654384,Gujarat
Airtel,Indoor,4G,4,Satisfactory,13.01573339,80.25956145,Tamil Nadu
Airtel,Outdoor,4G,4,Satisfactory,10.74755262,79.09161549,Tamil Nadu
RJio,Outdoor,4G,2,Satisfactory,28.61026833,77.33558333,Uttar Pradesh
Vodafone,Outdoor,3G,4,Satisfactory,12.878455,77.62976527,Karnataka
Vodafone,Outdoor,3G,4,Satisfactory,12.878455,77.62976527,Karnataka
Vodafone,Outdoor,3G,4,Satisfactory,12.878455,77.62976527,Karnataka
Vodafone,Outdoor,3G,4,Satisfactory,12.878455,77.62976527,Karnataka
Vodafone,Outdoor,3G,4,Satisfactory,12.878455,77.62976527,Karnataka
Vodafone,Outdoor,Unknown,4,Satisfactory,12.878455,77.62976527,Karnataka
Vodafone,Outdoor,Unknown,4,Satisfactory,12.878455,77.62976527,Karnataka
BSNL,Outdoor,Unknown,1,Call Dropped,20.27498244,86.62253626,Odisha
BSNL,Indoor,Unknown,1,Call Dropped,20.27512671,86.62261887,Odisha
Airtel,Outdoor,Unknown,4,Satisfactory,10.74755262,79.09161549,Tamil Nadu
BSNL,Indoor,Unknown,1,Call Dropped,20.27509598,86.62253991,Odisha
BSNL,Indoor,Unknown,1,Call Dropped,20.27503238,86.62268236,Odisha
BSNL,Indoor,Unknown,1,Call Dropped,20.27463438,86.62633,Odisha
BSNL,Indoor,Unknown,1,Call Dropped,20.27463438,86.62633,Odisha
BSNL,Indoor,Unknown,1,Call Dropped,20.27463438,86.62633,Odisha
BSNL,Indoor,Unknown,1,Call Dropped,20.27418509,86.62607392,Odisha
BSNL,Indoor,Unknown,1,Call Dropped,20.27418509,86.62607392,Odisha
Idea,Outdoor,4G,5,Satisfactory,17.38497222,78.47646363,Telangana
BSNL,Indoor,Unknown,1,Call Dropped,20.27418509,86.62607392,Odisha
BSNL,Indoor,Unknown,1,Call Dropped,20.27509598,86.62253991,Odisha
BSNL,Indoor,Unknown,1,Call Dropped,20.27509598,86.62253991,Odisha
BSNL,Indoor,Unknown,1,Call Dropped,20.27509598,86.62253991,Odisha
BSNL,Indoor,Unknown,1,Call Dropped,20.27685014,86.62236563,Odisha
BSNL,Indoor,Unknown,1,Call Dropped,20.27288168,86.62229667,Odisha
Airtel,Indoor,4G,5,Satisfactory,28.6459755,77.1641198,NCT
Vodafone,Indoor,2G,4,Satisfactory,-1,-1,
Vodafone,Indoor,2G,4,Satisfactory,-1,-1,
Vodafone,Indoor,2G,4,Satisfactory,-1,-1,
Vodafone,Indoor,2G,4,Satisfactory,-1,-1,
Airtel,Indoor,Unknown,4,Satisfactory,-1,-1,
BSNL,Outdoor,3G,5,Satisfactory,16.7476643,77.4972623,Telangana
RJio,Indoor,4G,3,Poor Network,-1,-1,
Airtel,Travelling,Unknown,2,Poor Network,28.6486076,77.1991132,NCT
RJio,Indoor,4G,1,Poor Network,18.9417133,72.8341659,Maharashtra
BSNL,Indoor,3G,5,Satisfactory,-1,-1,
RJio,Indoor,4G,2,Poor Network,-1,-1,
RJio,Indoor,4G,3,Poor Network,-1,-1,
RJio,Outdoor,4G,5,Satisfactory,-1,-1,
RJio,Outdoor,4G,3,Satisfactory,-1,-1,
RJio,Travelling,4G,5,Satisfactory,18.55273058,73.9405831,Maharashtra
RJio,Outdoor,4G,4,Satisfactory,-1,-1,
RJio,Indoor,4G,4,Satisfactory,16.5388361,80.6068627,Andhra Pradesh
RJio,Indoor,4G,4,Satisfactory,16.5388361,80.6068627,Andhra Pradesh
RJio,Travelling,4G,4,Satisfactory,16.52497713,80.65698274,Andhra Pradesh
Airtel,Indoor,3G,5,Satisfactory,28.6462585,77.1651047,NCT
Airtel,Outdoor,3G,4,Satisfactory,25.98072015,79.99122938,Uttar Pradesh
Airtel,Outdoor,3G,4,Satisfactory,25.98072015,79.99122938,Uttar Pradesh
RJio,Indoor,4G,3,Satisfactory,12.92875304,77.59126396,Karnataka
RJio,Indoor,4G,5,Satisfactory,-1,-1,
Airtel,Indoor,3G,5,Satisfactory,28.6463431,77.1651302,NCT
RJio,Indoor,4G,5,Satisfactory,30.82732333,76.93181333,Himachal Pradesh
Airtel,Indoor,4G,4,Satisfactory,13.01573339,80.25956145,Tamil Nadu
RJio,Travelling,4G,4,Satisfactory,12.9872675,77.5454844,Karnataka
Airtel,Indoor,4G,5,Satisfactory,17.26041189,77.58298016,Telangana
RJio,Travelling,4G,4,Satisfactory,12.9889997,77.5470677,Karnataka
Airtel,Outdoor,3G,4,Satisfactory,-1,-1,
Airtel,Outdoor,4G,4,Satisfactory,-1,-1,
Airtel,Indoor,4G,4,Satisfactory,-1,-1,
RJio,Travelling,4G,4,Satisfactory,12.990314,77.5478262,Karnataka
RJio,Outdoor,4G,4,Satisfactory,12.9927258,77.5458474,Karnataka
Airtel,Indoor,3G,5,Satisfactory,17.26041189,77.58298016,Telangana
RJio,Indoor,4G,5,Satisfactory,20.2416793,85.8413396,Odisha
RJio,Indoor,4G,5,Satisfactory,20.2416774,85.8413437,Odisha
RJio,Indoor,4G,5,Satisfactory,20.2416782,85.8413413,Odisha
RJio,Indoor,4G,5,Satisfactory,20.2416793,85.841341,Odisha
RJio,Indoor,4G,5,Satisfactory,20.24202653,85.84144689,Odisha
RJio,Indoor,4G,5,Satisfactory,20.24202653,85.84144689,Odisha
RJio,Indoor,4G,5,Satisfactory,20.2416774,85.8413437,Odisha
RJio,Indoor,4G,5,Satisfactory,20.24202653,85.84144689,Odisha
RJio,Indoor,4G,5,Satisfactory,20.2413798,85.8413033,Odisha
RJio,Indoor,4G,5,Satisfactory,20.2416736,85.8413411,Odisha
RJio,Indoor,4G,5,Satisfactory,20.2817129,85.8557008,Odisha
RJio,Indoor,4G,4,Satisfactory,19.4146477,72.8261993,Maharashtra
RJio,Indoor,4G,4,Satisfactory,19.08267478,72.8431564,Maharashtra
RJio,Indoor,4G,4,Satisfactory,19.4145242,72.8264291,Maharashtra
RJio,Indoor,4G,4,Satisfactory,19.4145242,72.8264291,Maharashtra
Airtel,Outdoor,3G,4,Satisfactory,13.01573339,80.25956145,Tamil Nadu
Airtel,Indoor,Unknown,5,Satisfactory,17.45684801,78.38424332,Telangana
Airtel,Outdoor,4G,4,Satisfactory,13.01629505,80.27186206,Tamil Nadu
Airtel,Indoor,4G,5,Satisfactory,28.6462447,77.1651213,NCT
RJio,Indoor,4G,4,Satisfactory,22.53542902,88.29845429,West Bengal
RJio,Outdoor,4G,3,Satisfactory,27.0594125,82.8655766,Uttar Pradesh
BSNL,Outdoor,Unknown,5,Satisfactory,10.9719847,78.06632853,Tamil Nadu
BSNL,Travelling,Unknown,4,Satisfactory,10.9719847,78.06632853,Tamil Nadu
BSNL,Outdoor,Unknown,5,Satisfactory,10.97167121,78.06656362,Tamil Nadu
BSNL,Travelling,Unknown,4,Satisfactory,10.9721938,78.06858176,Tamil Nadu
Airtel,Indoor,3G,5,Satisfactory,17.26041189,77.58298016,Telangana
BSNL,Outdoor,4G,5,Satisfactory,22.6012102,88.4266057,West Bengal
Vodafone,Outdoor,3G,4,Satisfactory,28.62970876,77.37978338,Uttar Pradesh
Vodafone,Outdoor,3G,4,Satisfactory,28.63369335,77.34094324,Uttar Pradesh
Vodafone,Travelling,4G,5,Satisfactory,28.60431357,77.42624176,Uttar Pradesh
Tata,Outdoor,3G,3,Satisfactory,-1,-1,
Tata,Indoor,3G,4,Satisfactory,-1,-1,
Airtel,Outdoor,4G,4,Satisfactory,13.01662091,80.27124356,Tamil Nadu
Airtel,Indoor,4G,5,Satisfactory,22.76696387,75.89980832,Madhya Pradesh
Airtel,Outdoor,4G,4,Satisfactory,22.76696387,75.89980832,Madhya Pradesh
RJio,Indoor,4G,5,Satisfactory,-1,-1,
Airtel,Outdoor,4G,3,Satisfactory,28.5661171,77.2825822,Uttar Pradesh
Airtel,Indoor,4G,4,Satisfactory,28.6460414,77.2333041,NCT
Airtel,Indoor,4G,3,Satisfactory,28.6460414,77.2333041,NCT
Airtel,Outdoor,4G,4,Satisfactory,28.6474615,77.2539856,NCT
Airtel,Outdoor,4G,3,Satisfactory,28.651332,77.2381802,NCT
Vodafone,Outdoor,4G,2,Satisfactory,28.5660136,77.2825069,Uttar Pradesh
Airtel,Outdoor,4G,3,Satisfactory,28.6460644,77.2334327,NCT
Airtel,Outdoor,4G,1,Satisfactory,28.5595391,77.2830621,Uttar Pradesh
Airtel,Outdoor,4G,3,Satisfactory,28.5609903,77.2816952,Uttar Pradesh
Vodafone,Travelling,Unknown,3,Satisfactory,28.64495386,77.23619036,NCT
Airtel,Indoor,3G,2,Satisfactory,28.64605903,77.23399745,NCT
BSNL,Outdoor,Unknown,3,Poor Network,12.8741915,77.57047452,Karnataka
RJio,Outdoor,4G,4,Satisfactory,15.5051403,80.0317188,Andhra Pradesh
BSNL,Outdoor,4G,5,Satisfactory,22.58539888,88.47048711,West Bengal
BSNL,Indoor,3G,4,Satisfactory,22.6012102,88.4266057,West Bengal
Airtel,Indoor,4G,4,Satisfactory,13.01573339,80.25956145,Tamil Nadu
Airtel,Indoor,3G,4,Satisfactory,13.01573339,80.25956145,Tamil Nadu
BSNL,Indoor,3G,5,Satisfactory,22.56715977,88.41563425,West Bengal
Airtel,Indoor,3G,4,Satisfactory,13.01573339,80.25956145,Tamil Nadu
Airtel,Indoor,4G,4,Satisfactory,13.01573339,80.25956145,Tamil Nadu
Airtel,Indoor,3G,4,Satisfactory,13.01573339,80.25956145,Tamil Nadu
BSNL,Outdoor,3G,5,Satisfactory,22.5675619,88.4158009,West Bengal
Airtel,Outdoor,4G,4,Satisfactory,13.01573339,80.25956145,Tamil Nadu
BSNL,Travelling,4G,5,Satisfactory,22.5861819,88.4209577,West Bengal
BSNL,Outdoor,3G,5,Satisfactory,22.5675646,88.4157995,West Bengal
BSNL,Indoor,3G,5,Satisfactory,22.5675641,88.4157992,West Bengal
BSNL,Indoor,3G,5,Satisfactory,22.5675618,88.4158006,West Bengal
BSNL,Travelling,4G,5,Satisfactory,22.6018522,88.4267281,West Bengal
Airtel,Indoor,4G,2,Satisfactory,28.64605903,77.23399745,NCT
Idea,Indoor,Unknown,5,Satisfactory,23.2914161,72.4386512,Gujarat
BSNL,Outdoor,3G,4,Satisfactory,10.4873629,76.96632211,Tamil Nadu
RJio,Indoor,4G,1,Poor Network,-1,-1,
BSNL,Indoor,3G,1,Call Dropped,-1,-1,
BSNL,Indoor,Unknown,1,Call Dropped,-1,-1,
RJio,Outdoor,4G,4,Satisfactory,15.5051585,80.0320219,Andhra Pradesh
Idea,Indoor,Unknown,1,Call Dropped,12.95143835,77.59279466,Karnataka
Vodafone,Travelling,4G,5,Satisfactory,28.6152986,77.43713085,Uttar Pradesh
RJio,Indoor,4G,4,Satisfactory,12.99696247,77.57240518,Karnataka
RJio,Indoor,4G,4,Satisfactory,13.03516478,77.55761536,Karnataka
RJio,Indoor,4G,4,Satisfactory,12.93566304,77.61273697,Karnataka
RJio,Indoor,4G,4,Satisfactory,12.93581625,77.61279036,Karnataka
RJio,Indoor,4G,4,Satisfactory,12.93669761,77.61296692,Karnataka
RJio,Indoor,4G,4,Satisfactory,13.08410435,77.56037563,Karnataka
RJio,Indoor,4G,4,Satisfactory,12.93556781,77.61147781,Karnataka
RJio,Indoor,4G,4,Satisfactory,12.99768426,77.57134413,Karnataka
RJio,Indoor,4G,4,Satisfactory,13.0326343,77.55881144,Karnataka
RJio,Indoor,4G,4,Satisfactory,13.0326343,77.55881144,Karnataka
RJio,Outdoor,4G,5,Satisfactory,28.63721828,77.17352073,NCT
RJio,Indoor,4G,5,Satisfactory,28.64643308,77.16725063,NCT
RJio,Outdoor,4G,5,Satisfactory,28.64643308,77.16725063,NCT
RJio,Outdoor,4G,5,Satisfactory,28.64643308,77.16725063,NCT
RJio,Outdoor,4G,5,Satisfactory,28.64643308,77.16725063,NCT
RJio,Outdoor,4G,5,Satisfactory,28.6373357,77.1738059,NCT
RJio,Outdoor,4G,5,Satisfactory,28.6375079,77.1736807,NCT
RJio,Indoor,4G,5,Satisfactory,28.6474115,77.1632552,NCT
BSNL,Indoor,3G,5,Satisfactory,-1,-1,
Airtel,Travelling,3G,4,Satisfactory,13.01662626,80.27120974,Tamil Nadu
RJio,Indoor,4G,4,Satisfactory,22.53542902,88.29845429,West Bengal
Airtel,Indoor,4G,5,Satisfactory,22.76696387,75.89980832,Madhya Pradesh
Airtel,Indoor,3G,5,Satisfactory,28.6499274,77.165136,NCT
Airtel,Outdoor,3G,1,Call Dropped,17.34109661,78.54564799,Telangana
RJio,Outdoor,4G,5,Satisfactory,28.6474965,77.1633295,NCT
BSNL,Indoor,Unknown,4,Satisfactory,23.18007804,77.42630688,Madhya Pradesh
RJio,Indoor,4G,5,Satisfactory,19.19524199,72.9661898,Maharashtra
Vodafone,Outdoor,3G,4,Satisfactory,28.63369335,77.34094324,Uttar Pradesh
Airtel,Indoor,4G,5,Satisfactory,28.65,77.1654535,NCT
Airtel,Indoor,Unknown,5,Satisfactory,28.6499375,77.1652448,NCT
Airtel,Indoor,4G,5,Satisfactory,28.6499499,77.1653485,NCT
